Skill Code,Skill Category,Grade Level,Course Name,Skill Name
F.2,Multiplication skill builders,grade-3,Math,Multiply by 1
F.3,Multiplication skill builders,grade-3,Math,Multiply by 2
F.4,Multiplication skill builders,grade-3,Math,Multiply by 3
F.5,Multiplication skill builders,grade-3,Math,Multiply by 4
F.6,Multiplication skill builders,grade-3,Math,Multiply by 5
F.7,Multiplication skill builders,grade-3,Math,Multiply by 6
F.8,Multiplication skill builders,grade-3,Math,Multiply by 7
F.9,Multiplication skill builders,grade-3,Math,Multiply by 8
F.10,Multiplication skill builders,grade-3,Math,Multiply by 9
F.11,Multiplication skill builders,grade-3,Math,Multiply by 10
F.12,Multiplication skill builders,grade-3,Math,Multiply by 11
F.13,Multiplication skill builders,grade-3,Math,Multiply by 12
G.1,Multiplication fluency,grade-3,Math,"Multiplication tables for 2, 3, 4, 5, and 10"
G.2,Multiplication fluency,grade-3,Math,"Multiplication facts for 2, 3, 4, 5, and 10: true or false?"
G.3,Multiplication fluency,grade-3,Math,"Multiplication facts for 2, 3, 4, 5, and 10: sorting"
G.4,Multiplication fluency,grade-3,Math,"Multiplication facts for 2, 3, 4, 5, and 10: find the missing factor"
G.5,Multiplication fluency,grade-3,Math,"Multiplication tables for 6, 7, 8, and 9"
G.6,Multiplication fluency,grade-3,Math,"Multiplication facts for 6, 7, 8, and 9: true or false?"
G.7,Multiplication fluency,grade-3,Math,"Multiplication facts for 6, 7, 8, and 9: sorting"
G.8,Multiplication fluency,grade-3,Math,"Multiplication facts for 6, 7, 8, and 9: find the missing factor"
G.9,Multiplication fluency,grade-3,Math,Multiplication tables up to 10
G.10,Multiplication fluency,grade-3,Math,Multiplication facts up to 10: true or false?
G.11,Multiplication fluency,grade-3,Math,Multiplication facts up to 10: sorting
G.12,Multiplication fluency,grade-3,Math,Multiplication facts up to 10: find the missing factor
G.13,Multiplication fluency,grade-3,Math,Multiplication facts up to 10: select the missing factors
G.14,Multiplication fluency,grade-3,Math,Multiplication sentences up to 10: true or false?
G.15,Multiplication fluency,grade-3,Math,Multiplication tables up to 12
G.16,Multiplication fluency,grade-3,Math,Multiplication facts up to 12: true or false?
G.17,Multiplication fluency,grade-3,Math,Multiplication facts up to 12: find the missing factor
G.18,Multiplication fluency,grade-3,Math,Multiplication facts up to 12: select the missing factors
G.19,Multiplication fluency,grade-3,Math,Multiplication sentences up to 12: true or false?
G.20,Multiplication fluency,grade-3,Math,Squares up to 10 x 10
H.1,Multiplication,grade-3,Math,Multiply by a multiple of ten
H.2,Multiplication,grade-3,Math,Multiplication patterns over increasing place values
H.3,Multiplication,grade-3,Math,Multiply numbers ending in zeroes
H.4,Multiplication,grade-3,Math,Multiplication input/output tables
H.5,Multiplication,grade-3,Math,Multiplication input/output tables: find the rule
H.6,Multiplication,grade-3,Math,Multiplication word problems
H.7,Multiplication,grade-3,Math,Multiplication word problems: find the missing factor
H.8,Multiplication,grade-3,Math,Multiply one-digit numbers by two-digit numbers
H.9,Multiplication,grade-3,Math,Multiply one-digit numbers by two-digit numbers: word problems
H.10,Multiplication,grade-3,Math,Multiply one-digit numbers by three-digit numbers
H.11,Multiplication,grade-3,Math,Multiply one-digit numbers by three-digit numbers: word problems
H.12,Multiplication,grade-3,Math,Multiply three or more numbers
H.13,Multiplication,grade-3,Math,Multiply three or more numbers: word problems
H.14,Multiplication,grade-3,Math,Combinations
H.15,Multiplication,grade-3,Math,Box multiplication
H.16,Multiplication,grade-3,Math,Lattice multiplication
I.1,Understand division,grade-3,Math,Divide by counting equal groups
I.2,Understand division,grade-3,Math,Write division sentences for groups
I.3,Understand division,grade-3,Math,Relate multiplication and division for groups
I.4,Understand division,grade-3,Math,Write division sentences for arrays
I.5,Understand division,grade-3,Math,Relate multiplication and division for arrays
J.1,Division skill builders,grade-3,Math,Divide by 1
J.2,Division skill builders,grade-3,Math,Divide by 2
J.3,Division skill builders,grade-3,Math,Divide by 3
J.4,Division skill builders,grade-3,Math,Divide by 4
J.5,Division skill builders,grade-3,Math,Divide by 5
J.6,Division skill builders,grade-3,Math,Divide by 6
J.7,Division skill builders,grade-3,Math,Divide by 7
J.8,Division skill builders,grade-3,Math,Divide by 8
J.9,Division skill builders,grade-3,Math,Divide by 9
J.10,Division skill builders,grade-3,Math,Divide by 10
J.11,Division skill builders,grade-3,Math,Divide by 11
J.12,Division skill builders,grade-3,Math,Divide by 12
K.1,Division fluency,grade-3,Math,"Division facts for 2, 3, 4, 5, and 10"
K.2,Division fluency,grade-3,Math,"Division facts for 2, 3, 4, 5, and 10: true or false?"
K.3,Division fluency,grade-3,Math,"Division facts for 2, 3, 4, 5, and 10: sorting"
K.4,Division fluency,grade-3,Math,"Division facts for 6, 7, 8, and 9"
K.5,Division fluency,grade-3,Math,"Division facts for 6, 7, 8, and 9: true or false?"
K.6,Division fluency,grade-3,Math,"Division facts for 6, 7, 8, and 9: sorting"
K.7,Division fluency,grade-3,Math,Division facts up to 10
K.8,Division fluency,grade-3,Math,Division facts up to 10: true or false?
K.9,Division fluency,grade-3,Math,Division facts up to 10: sorting
K.10,Division fluency,grade-3,Math,Division facts up to 10: find the missing number
K.11,Division fluency,grade-3,Math,Division facts up to 10: select the missing numbers
K.12,Division fluency,grade-3,Math,Division sentences up to 10: true or false?
K.13,Division fluency,grade-3,Math,Division facts up to 12
K.14,Division fluency,grade-3,Math,Division facts up to 12: true or false?
K.15,Division fluency,grade-3,Math,Division facts up to 12: find the missing number
K.16,Division fluency,grade-3,Math,Division facts up to 12: select the missing numbers
K.17,Division fluency,grade-3,Math,Division sentences up to 12: true or false?
L.1,Division,grade-3,Math,Division patterns over increasing place values
L.2,Division,grade-3,Math,Divide numbers ending in zeroes
L.3,Division,grade-3,Math,Division input/output tables
L.4,Division,grade-3,Math,Division input/output tables: find the rule
L.5,Division,grade-3,Math,Division word problems
L.6,Division,grade-3,Math,Divide three-digit numbers
L.7,Division,grade-3,Math,Complete the division table
L.8,Division,grade-3,Math,Divide three-digit numbers: word problems
L.9,Division,grade-3,Math,Divide larger numbers
L.10,Division,grade-3,Math,Divide larger numbers: word problems
L.11,Division,grade-3,Math,"Divisibility rules for 2, 5, and 10"
L.12,Division,grade-3,Math,"Divisibility rules for 3, 6, and 9"
L.13,Division,grade-3,Math,Divisibility rules for 4 and 8
M.1,Mixed operations,grade-3,Math,"Addition, subtraction, multiplication, and division facts"
M.2,Mixed operations,grade-3,Math,"Complete the addition, subtraction, multiplication, or division sentence"
M.3,Mixed operations,grade-3,Math,Multiplication and division facts up to 5: true or false?
M.4,Mixed operations,grade-3,Math,Multiplication and division facts up to 10: true or false?
M.5,Mixed operations,grade-3,Math,Multiplication and division facts up to 12: true or false?
M.6,Mixed operations,grade-3,Math,Multiplication and division sentences up to 12: true or false?
M.7,Mixed operations,grade-3,Math,"Add, subtract, multiply, and divide"
M.8,Mixed operations,grade-3,Math,Addition and subtraction word problems
M.9,Mixed operations,grade-3,Math,"Addition, subtraction, multiplication, and division word problems"
M.10,Mixed operations,grade-3,Math,Interpret data in tables
M.11,Mixed operations,grade-3,Math,Perform multiple operations with whole numbers
M.12,Mixed operations,grade-3,Math,Multi-step word problems
M.13,Mixed operations,grade-3,Math,Missing operators
N.1,Properties,grade-3,Math,"Addition, subtraction, multiplication, and division terms"
N.2,Properties,grade-3,Math,Understanding parentheses
N.3,Properties,grade-3,Math,Properties of addition
N.4,Properties,grade-3,Math,Solve using properties of addition
N.5,Properties,grade-3,Math,Properties of multiplication
N.6,Properties,grade-3,Math,Distributive property: find the missing factor
N.7,Properties,grade-3,Math,Multiply using the distributive property
N.8,Properties,grade-3,Math,Solve using properties of multiplication
N.9,Properties,grade-3,Math,Relate addition and multiplication
N.10,Properties,grade-3,Math,Relate multiplication and division
O.1,Equations and variables,grade-3,Math,Identify equations
O.2,Equations and variables,grade-3,Math,Solve for the variable: addition and subtraction
O.3,Equations and variables,grade-3,Math,Solve for the variable: multiplication and division
O.4,Equations and variables,grade-3,Math,"Solve for the variable: addition, subtraction, multiplication, and division"
O.5,Equations and variables,grade-3,Math,Write variable equations to represent word problems
P.1,Estimation and rounding,grade-3,Math,Rounding - nearest ten or hundred only
P.2,Estimation and rounding,grade-3,Math,Rounding
P.3,Estimation and rounding,grade-3,Math,Rounding money amounts
P.4,Estimation and rounding,grade-3,Math,Rounding puzzles
P.5,Estimation and rounding,grade-3,Math,"Estimate sums up to 1,000"
P.6,Estimation and rounding,grade-3,Math,Estimate sums
P.7,Estimation and rounding,grade-3,Math,Estimate sums: word problems
P.8,Estimation and rounding,grade-3,Math,"Estimate differences up to 1,000"
P.9,Estimation and rounding,grade-3,Math,Estimate differences
P.10,Estimation and rounding,grade-3,Math,Estimate differences: word problems
P.11,Estimation and rounding,grade-3,Math,Solve inequalities using estimation
P.12,Estimation and rounding,grade-3,Math,Estimate products
P.13,Estimation and rounding,grade-3,Math,Estimate products: word problems
P.14,Estimation and rounding,grade-3,Math,Estimate quotients
P.15,Estimation and rounding,grade-3,Math,Estimate quotients: word problems
P.16,Estimation and rounding,grade-3,Math,"Estimate sums, differences, products, and quotients: word problems"
Q.1,Logical reasoning,grade-3,Math,Guess the number
Q.2,Logical reasoning,grade-3,Math,Largest/smallest number possible
Q.3,Logical reasoning,grade-3,Math,Find the order
Q.4,Logical reasoning,grade-3,Math,Age puzzles
Q.5,Logical reasoning,grade-3,Math,Find two numbers based on sum and difference
Q.6,Logical reasoning,grade-3,Math,"Find two numbers based on sum, difference, product, and quotient"
R.1,Patterns,grade-3,Math,Repeating patterns
R.2,Patterns,grade-3,Math,Growing patterns
R.3,Patterns,grade-3,Math,Find the next shape in a pattern
R.4,Patterns,grade-3,Math,Complete a repeating pattern
R.5,Patterns,grade-3,Math,Make a repeating pattern
R.6,Patterns,grade-3,Math,Find the next row in a growing pattern
S.1,Money,grade-3,Math,Count coins and bills - up to $5 bill
S.2,Money,grade-3,Math,Purchases - do you have enough money - up to $10
S.3,Money,grade-3,Math,Which picture shows more?
S.4,Money,grade-3,Math,Making change
S.5,Money,grade-3,Math,Inequalities with money
S.6,Money,grade-3,Math,Put money amounts in order
S.7,Money,grade-3,Math,Add and subtract money amounts
S.8,Money,grade-3,Math,Add money amounts - word problems
S.9,Money,grade-3,Math,Price lists
S.10,Money,grade-3,Math,Multiply money amounts
S.11,Money,grade-3,Math,Divide money amounts
T.1,Time,grade-3,Math,Match clocks and times
T.2,Time,grade-3,Math,Match analog and digital clocks
T.3,Time,grade-3,Math,Read clocks and write times
T.4,Time,grade-3,Math,A.M. or P.M.
T.5,Time,grade-3,Math,Write times
T.6,Time,grade-3,Math,Elapsed time
T.7,Time,grade-3,Math,Elapsed time word problems I
T.8,Time,grade-3,Math,Elapsed time word problems II
T.9,Time,grade-3,Math,Time patterns
T.10,Time,grade-3,Math,Convert between hours and fractions of hours
T.11,Time,grade-3,Math,Relate time units
T.12,Time,grade-3,Math,Read a calendar
T.13,Time,grade-3,Math,Reading schedules
T.14,Time,grade-3,Math,Timelines
U.1,Data and graphs,grade-3,Math,Objects on a coordinate plane
U.2,Data and graphs,grade-3,Math,Coordinate planes as maps
U.3,Data and graphs,grade-3,Math,Graph points on a coordinate plane
U.4,Data and graphs,grade-3,Math,Interpret tally charts and tables
U.5,Data and graphs,grade-3,Math,Interpret bar graphs
U.6,Data and graphs,grade-3,Math,Use bar graphs to solve problems
U.7,Data and graphs,grade-3,Math,Create bar graphs
U.8,Data and graphs,grade-3,Math,Interpret line plots
U.9,Data and graphs,grade-3,Math,Create line plots
U.10,Data and graphs,grade-3,Math,Create line plots with fractions
U.11,Data and graphs,grade-3,Math,Interpret pictographs
U.12,Data and graphs,grade-3,Math,Create pictographs
U.13,Data and graphs,grade-3,Math,Interpret line graphs
U.14,Data and graphs,grade-3,Math,Create line graphs
U.15,Data and graphs,grade-3,Math,Count shapes in a Venn diagram
U.16,Data and graphs,grade-3,Math,Sort shapes into a Venn diagram
U.17,Data and graphs,grade-3,Math,Venn diagrams with three circles
V.1,Probability and statistics,grade-3,Math,"Certain, probable, unlikely, and impossible"
V.2,Probability and statistics,grade-3,Math,"Mean, median, mode, and range"
V.3,Probability and statistics,grade-3,Math,"Interpret charts to find mean, median, mode, and range"
W.1,Understand fractions,grade-3,Math,Identify equal parts
W.2,Understand fractions,grade-3,Math,Understand fractions: fraction bars
W.3,Understand fractions,grade-3,Math,Understand fractions: area models
W.4,Understand fractions,grade-3,Math,Show fractions: fraction bars
W.5,Understand fractions,grade-3,Math,Show fractions: area models
W.6,Understand fractions,grade-3,Math,"Match fractions to models: halves, thirds, and fourths"
W.7,Understand fractions,grade-3,Math,Match unit fractions to models
W.8,Understand fractions,grade-3,Math,Match fractions to models
W.9,Understand fractions,grade-3,Math,Fractions of number lines: unit fractions
W.10,Understand fractions,grade-3,Math,Fractions of number lines
W.11,Understand fractions,grade-3,Math,Identify unit fractions on number lines
W.12,Understand fractions,grade-3,Math,Identify fractions on number lines
W.13,Understand fractions,grade-3,Math,Graph unit fractions on number lines
W.14,Understand fractions,grade-3,Math,Graph fractions on number lines
W.15,Understand fractions,grade-3,Math,Graph smaller or larger fractions on a number line
W.16,Understand fractions,grade-3,Math,Unit fractions: modeling word problems
W.17,Understand fractions,grade-3,Math,Unit fractions: word problems
W.18,Understand fractions,grade-3,Math,Fractions of a whole: modeling word problems
W.19,Understand fractions,grade-3,Math,Fractions of a whole: word problems
W.20,Understand fractions,grade-3,Math,Fractions of a group: word problems
W.21,Understand fractions,grade-3,Math,Match mixed numbers to models
W.22,Understand fractions,grade-3,Math,Word names for mixed numbers
X.1,Equivalent fractions,grade-3,Math,Find equivalent fractions using area models
X.2,Equivalent fractions,grade-3,Math,Identify equivalent fractions on number lines
X.3,Equivalent fractions,grade-3,Math,Find equivalent fractions using number lines
X.4,Equivalent fractions,grade-3,Math,Graph equivalent fractions on number lines
X.5,Equivalent fractions,grade-3,Math,Select equivalent fractions
X.6,Equivalent fractions,grade-3,Math,Find equivalent fractions
X.7,Equivalent fractions,grade-3,Math,Graph fractions equivalent to 1 on number lines
X.8,Equivalent fractions,grade-3,Math,Select fractions equivalent to whole numbers using area models
X.9,Equivalent fractions,grade-3,Math,Find fractions equivalent to whole numbers
X.10,Equivalent fractions,grade-3,Math,Find equivalent fractions with denominators of 10 and 100
X.11,Equivalent fractions,grade-3,Math,Write fractions in lowest terms
Y.1,Compare fractions,grade-3,Math,Compare fractions using models
Y.2,Compare fractions,grade-3,Math,Compare fractions using number lines
Y.3,Compare fractions,grade-3,Math,Graph and compare fractions with like denominators on number lines
Y.4,Compare fractions,grade-3,Math,Graph and compare fractions with like numerators on number lines
Y.5,Compare fractions,grade-3,Math,Graph and compare fractions on number lines
Y.6,Compare fractions,grade-3,Math,Compare fractions
Y.7,Compare fractions,grade-3,Math,Compare fractions in recipes
Y.8,Compare fractions,grade-3,Math,Benchmark fractions
Y.9,Compare fractions,grade-3,Math,Graph and order fractions on number lines
Y.10,Compare fractions,grade-3,Math,Order fractions with like denominators
Y.11,Compare fractions,grade-3,Math,Order fractions with like numerators
Y.12,Compare fractions,grade-3,Math,Order fractions
Z.1,Operations with fractions,grade-3,Math,Fractions of a number - unit fractions
Z.2,Operations with fractions,grade-3,Math,Fractions of a number
Z.3,Operations with fractions,grade-3,Math,Fractions of a number - unit fractions: word problems
Z.4,Operations with fractions,grade-3,Math,Fractions of a number: word problems
Z.5,Operations with fractions,grade-3,Math,Decompose fractions into unit fractions
Z.6,Operations with fractions,grade-3,Math,Add fractions with like denominators using number lines
Z.7,Operations with fractions,grade-3,Math,Subtract fractions with like denominators using number lines
Z.8,Operations with fractions,grade-3,Math,Add and subtract fractions with like denominators
AA.1,Decimals,grade-3,Math,What decimal number is illustrated?
AA.2,Decimals,grade-3,Math,Convert between decimals and fractions
AA.3,Decimals,grade-3,Math,Word names for decimals
AA.4,Decimals,grade-3,Math,Compare decimals
AA.5,Decimals,grade-3,Math,Order decimals
AA.6,Decimals,grade-3,Math,Add and subtract decimals
AA.7,Decimals,grade-3,Math,Add and subtract decimals - word problems
AA.8,Decimals,grade-3,Math,Add three or more decimals
AA.9,Decimals,grade-3,Math,Number sequences involving decimals
BB.1,Units of measurement,grade-3,Math,Read a thermometer
BB.2,Units of measurement,grade-3,Math,Reasonable temperature
BB.3,Units of measurement,grade-3,Math,Measure using an inch ruler
BB.4,Units of measurement,grade-3,Math,Which customary unit of length is appropriate?
BB.5,Units of measurement,grade-3,Math,Which customary unit of weight is appropriate?
BB.6,Units of measurement,grade-3,Math,Which customary unit of volume is appropriate?
BB.7,Units of measurement,grade-3,Math,Which customary unit is appropriate?
BB.8,Units of measurement,grade-3,Math,Compare and convert customary units of length
BB.9,Units of measurement,grade-3,Math,Compare and convert customary units of weight
BB.10,Units of measurement,grade-3,Math,Compare and convert customary units of volume
BB.11,Units of measurement,grade-3,Math,Conversion tables - customary units
BB.12,Units of measurement,grade-3,Math,Compare customary units by multiplying
BB.13,Units of measurement,grade-3,Math,Which metric unit of length is appropriate?
BB.14,Units of measurement,grade-3,Math,Which metric unit of weight is appropriate?
BB.15,Units of measurement,grade-3,Math,Which metric unit of volume is appropriate?
BB.16,Units of measurement,grade-3,Math,Which metric unit is appropriate?
BB.17,Units of measurement,grade-3,Math,Compare and convert metric units of length
BB.18,Units of measurement,grade-3,Math,Compare and convert metric units of weight
BB.19,Units of measurement,grade-3,Math,Compare and convert metric units of volume
BB.20,Units of measurement,grade-3,Math,Conversion tables - metric units
BB.21,Units of measurement,grade-3,Math,Choose the appropriate measuring tool
CC.1,Two-dimensional shapes,grade-3,Math,Identify two-dimensional shapes
CC.2,Two-dimensional shapes,grade-3,Math,Count and compare sides and vertices
CC.3,Two-dimensional shapes,grade-3,Math,Open and closed shapes
CC.4,Two-dimensional shapes,grade-3,Math,Is it a polygon?
CC.5,Two-dimensional shapes,grade-3,Math,"Lines, line segments, and rays"
CC.6,Two-dimensional shapes,grade-3,Math,"Angles greater than, less than, or equal to a right angle"
CC.7,Two-dimensional shapes,grade-3,Math,"Parallel, perpendicular, and intersecting lines"
CC.8,Two-dimensional shapes,grade-3,Math,"Reflection, rotation, and translation"
CC.9,Two-dimensional shapes,grade-3,Math,Identify congruent shapes
CC.10,Two-dimensional shapes,grade-3,Math,Symmetry
DD.1,Triangles and quadrilaterals,grade-3,Math,"Acute, obtuse, and right triangles"
DD.2,Triangles and quadrilaterals,grade-3,Math,"Scalene, isosceles, and equilateral triangles"
DD.3,Triangles and quadrilaterals,grade-3,Math,Parallel sides in quadrilaterals
DD.4,Triangles and quadrilaterals,grade-3,Math,Identify parallelograms
DD.5,Triangles and quadrilaterals,grade-3,Math,Identify trapezoids
DD.6,Triangles and quadrilaterals,grade-3,Math,Identify rectangles
DD.7,Triangles and quadrilaterals,grade-3,Math,Identify rhombuses
DD.8,Triangles and quadrilaterals,grade-3,Math,Classify quadrilaterals
EE.1,Three-dimensional shapes,grade-3,Math,Identify three-dimensional shapes
EE.2,Three-dimensional shapes,grade-3,Math,"Count vertices, edges, and faces"
EE.3,Three-dimensional shapes,grade-3,Math,Identify faces of three-dimensional shapes
EE.4,Three-dimensional shapes,grade-3,Math,Shapes of everyday objects I
EE.5,Three-dimensional shapes,grade-3,Math,Shapes of everyday objects II
FF.1,Geometric measurement,grade-3,Math,Perimeter of rectangles
FF.2,Geometric measurement,grade-3,Math,Perimeter of rectilinear shapes
FF.3,Geometric measurement,grade-3,Math,Perimeter of polygons
FF.4,Geometric measurement,grade-3,Math,Perimeter: find the missing side length
FF.5,Geometric measurement,grade-3,Math,Perimeter: word problems
FF.6,Geometric measurement,grade-3,Math,Find the area of figures made of unit squares
FF.7,Geometric measurement,grade-3,Math,Select figures with a given area
FF.8,Geometric measurement,grade-3,Math,Select two figures with the same area
FF.9,Geometric measurement,grade-3,Math,Create figures with a given area
FF.10,Geometric measurement,grade-3,Math,Find the area of rectangles and squares
FF.11,Geometric measurement,grade-3,Math,Find the missing side length of a rectangle
FF.12,Geometric measurement,grade-3,Math,Find the area of rectangles with missing unit squares
FF.13,Geometric measurement,grade-3,Math,Find the area of rectangles: word problems
FF.14,Geometric measurement,grade-3,Math,Find the area of complex figures
FF.15,Geometric measurement,grade-3,Math,Find the area between two rectangles
FF.16,Geometric measurement,grade-3,Math,Compare area and perimeter of two figures
FF.17,Geometric measurement,grade-3,Math,Use area and perimeter to determine cost
FF.18,Geometric measurement,grade-3,Math,Relationship between area and perimeter
FF.19,Geometric measurement,grade-3,Math,Volume
A.1,Number sense,grade-4,Math,Value of a digit
A.2,Number sense,grade-4,Math,Convert between standard and expanded form
A.3,Number sense,grade-4,Math,Place value names
A.4,Number sense,grade-4,Math,Convert between place values
A.5,Number sense,grade-4,Math,Choose word names for numbers up to one thousand
A.6,Number sense,grade-4,Math,Write word names for numbers up to one thousand
A.7,Number sense,grade-4,Math,Choose word names for numbers up to one hundred thousand
A.8,Number sense,grade-4,Math,Write word names for numbers up to one hundred thousand
A.9,Number sense,grade-4,Math,Choose word names for numbers up to one million
A.10,Number sense,grade-4,Math,Write word names for numbers up to one million
A.11,Number sense,grade-4,Math,Choose word names for numbers up to one billion
A.12,Number sense,grade-4,Math,Write word names for numbers up to one billion
A.13,Number sense,grade-4,Math,Roman numerals
A.14,Number sense,grade-4,Math,Prime and composite - up to 20
A.15,Number sense,grade-4,Math,Prime and composite - up to 100
A.16,Number sense,grade-4,Math,Rounding
A.17,Number sense,grade-4,Math,Even or odd: arithmetic rules
A.18,Number sense,grade-4,Math,Inequalities with number lines
A.19,Number sense,grade-4,Math,Compare numbers up to one hundred thousand
A.20,Number sense,grade-4,Math,Compare numbers up to one million
A.21,Number sense,grade-4,Math,Compare numbers up to one billion
B.1,Addition,grade-4,Math,Add numbers up to millions
B.2,Addition,grade-4,Math,Add numbers up to millions: word problems
B.3,Addition,grade-4,Math,Addition: fill in the missing digits
B.4,Addition,grade-4,Math,Properties of addition
B.5,Addition,grade-4,Math,Add 3 or more numbers up to millions
B.6,Addition,grade-4,Math,Addition patterns over increasing place values
B.7,Addition,grade-4,Math,Choose numbers with a particular sum
B.8,Addition,grade-4,Math,Estimate sums
B.9,Addition,grade-4,Math,Estimate sums: word problems
C.1,Subtraction,grade-4,Math,Subtract numbers up to millions
C.2,Subtraction,grade-4,Math,Subtract numbers up to millions: word problems
C.3,Subtraction,grade-4,Math,Subtraction: fill in the missing digits
C.4,Subtraction,grade-4,Math,Subtraction patterns over increasing place values
C.5,Subtraction,grade-4,Math,Choose numbers with a particular difference
C.6,Subtraction,grade-4,Math,Estimate differences
C.7,Subtraction,grade-4,Math,Estimate differences: word problems
D.1,Multiplication,grade-4,Math,Multiplication facts to 12
D.2,Multiplication,grade-4,Math,Multiplication facts up to 12: find the missing factor
D.3,Multiplication,grade-4,Math,Compare numbers using multiplication
D.4,Multiplication,grade-4,Math,Choose the multiples of a given number up to 12
D.5,Multiplication,grade-4,Math,Identify factors
D.6,Multiplication,grade-4,Math,Multiply 1-digit numbers by 2-digit numbers
D.7,Multiplication,grade-4,Math,Multiply 1-digit numbers by 3-digit or 4-digit numbers
D.8,Multiplication,grade-4,Math,Multiply 1-digit numbers by larger numbers
D.9,Multiplication,grade-4,Math,Multiplication patterns over increasing place values
D.10,Multiplication,grade-4,Math,Properties of multiplication
D.11,Multiplication,grade-4,Math,Distributive property: find the missing factor
D.12,Multiplication,grade-4,Math,Multiply using the distributive property
D.13,Multiplication,grade-4,Math,Estimate products - multiply by 1-digit numbers
D.14,Multiplication,grade-4,Math,Estimate products - multiply by larger numbers
D.15,Multiplication,grade-4,Math,Estimate products: word problems
D.16,Multiplication,grade-4,Math,Box multiplication
D.17,Multiplication,grade-4,Math,Lattice multiplication
D.18,Multiplication,grade-4,Math,Multiply a 2-digit number by a 2-digit number: complete the missing steps
D.19,Multiplication,grade-4,Math,Multiply a 2-digit number by a 2-digit number
D.20,Multiplication,grade-4,Math,Multiply a 2-digit number by a 2-digit number: word problems
D.21,Multiplication,grade-4,Math,Choose numbers with a particular product
D.22,Multiplication,grade-4,Math,Multiply a 2-digit number by a larger number: complete the missing steps
D.23,Multiplication,grade-4,Math,Multiply a 2-digit number by a larger number
D.24,Multiplication,grade-4,Math,Multiply a 2-digit number by a larger number: word problems
D.25,Multiplication,grade-4,Math,Multiply numbers ending in zeroes
D.26,Multiplication,grade-4,Math,Multiply numbers ending in zeroes: word problems
D.27,Multiplication,grade-4,Math,Multiply three numbers up to two digits each
D.28,Multiplication,grade-4,Math,Multiply three or more numbers: word problems
D.29,Multiplication,grade-4,Math,Inequalities with multiplication
D.30,Multiplication,grade-4,Math,Multiplication input/output tables
D.31,Multiplication,grade-4,Math,Multiplication input/output tables: find the rule
E.1,Division,grade-4,Math,Division facts to 12
E.2,Division,grade-4,Math,Division facts to 12: word problems
E.3,Division,grade-4,Math,Properties of division
E.4,Division,grade-4,Math,Divide 2-digit numbers by 1-digit numbers
E.5,Division,grade-4,Math,Divide 2-digit numbers by 1-digit numbers: word problems
E.6,Division,grade-4,Math,Divide 2-digit numbers by 1-digit numbers: complete the table
E.7,Division,grade-4,Math,Divide 2-digit numbers by 1-digit numbers:  interpret remainders
E.8,Division,grade-4,Math,Divide larger numbers by 1-digit numbers
E.9,Division,grade-4,Math,Divide larger numbers by 1-digit numbers: word problems
E.10,Division,grade-4,Math,Divide larger numbers by 1-digit numbers: complete the table
E.11,Division,grade-4,Math,Divide larger numbers by 1-digit numbers:  interpret remainders
E.12,Division,grade-4,Math,Choose numbers with a particular quotient
E.13,Division,grade-4,Math,Division patterns over increasing place values
E.14,Division,grade-4,Math,Divide numbers ending in zeroes by 1-digit numbers
E.15,Division,grade-4,Math,Divide by 1-digit numbers: estimate quotients
E.16,Division,grade-4,Math,Divisibility rules
E.17,Division,grade-4,Math,Divisibility rules: word problems
E.18,Division,grade-4,Math,Divide numbers ending in zeroes by multi-digit numbers
E.19,Division,grade-4,Math,Divide numbers ending in zeroes by multi-digit numbers: word problems
E.20,Division,grade-4,Math,Divide 2-digit numbers by multiples of 10
E.21,Division,grade-4,Math,Divide by 2-digit numbers
E.22,Division,grade-4,Math,Divide by 2-digit numbers: word problems
E.23,Division,grade-4,Math,Divide larger numbers by 2-digit numbers
E.24,Division,grade-4,Math,Divide larger numbers by 2-digit numbers: word problems
E.25,Division,grade-4,Math,Inequalities with division
E.26,Division,grade-4,Math,Estimate quotients
F.1,Mixed operations,grade-4,Math,"Add, subtract, multiply, and divide"
F.2,Mixed operations,grade-4,Math,"Addition, subtraction, multiplication, and division word problems"
F.3,Mixed operations,grade-4,Math,"Estimate sums, differences, products, and quotients: word problems"
F.4,Mixed operations,grade-4,Math,Word problems with extra or missing information
F.5,Mixed operations,grade-4,Math,Solve word problems using guess-and-check
F.6,Mixed operations,grade-4,Math,Multi-step word problems
F.7,Mixed operations,grade-4,Math,"Choose numbers with a particular sum, difference, product, or quotient"
F.8,Mixed operations,grade-4,Math,Mentally add and subtract numbers ending in zeroes
F.9,Mixed operations,grade-4,Math,Write numerical expressions
F.10,Mixed operations,grade-4,Math,Perform multiple operations with whole numbers
F.11,Mixed operations,grade-4,Math,"Inequalities involving addition, subtraction, multiplication, and division"
G.1,Variable expressions,grade-4,Math,Write variable expressions
G.2,Variable expressions,grade-4,Math,Write variable expressions: word problems
G.3,Variable expressions,grade-4,Math,Evaluate variable expressions
G.4,Variable expressions,grade-4,Math,Write variable equations to represent word problems
G.5,Variable expressions,grade-4,Math,Solve variable equations
H.1,Functions,grade-4,Math,"Input/output tables with addition, subtraction, multiplication, and division"
H.2,Functions,grade-4,Math,Complete a table for a two-variable relationship
H.3,Functions,grade-4,Math,Write a two-variable equation
H.4,Functions,grade-4,Math,Graph a two-variable relationship
